split_id,train_end,horizon,model,set,n_rows,MAE,RMSE,MASE
4,2021-12-01,1,Lasso,test,360,0.20037976412736908,0.2844310917027125,0.7021206455109039
4,2021-12-01,1,ElasticNet,train,2160,0.2194538588738278,0.3020694369049898,0.7483293926068892
4,2021-12-01,1,ElasticNet,test,360,0.20192042097574486,0.28586404291476825,0.710003295060486
4,2021-12-01,1,PLS,train,2160,0.21960184274137093,0.30229746392336837,0.7486209620006729
4,2021-12-01,1,PLS,test,360,0.20348947799775155,0.2879917511257355,0.7195505276837356
4,2021-12-01,1,XGBoost,train,2160,0.16624368665649444,0.2205767765516356,0.5981557123180424
4,2021-12-01,1,XGBoost,test,360,0.20248942363896133,0.2902771112921798,0.6901952087927825
4,2021-12-01,1,LightGBM,train,2160,0.17499559147594318,0.2348911673599936,0.6179317142274642
4,2021-12-01,1,LightGBM,test,360,0.19812610498770972,0.28265474395123935,0.6761983550176083
4,2021-12-01,1,CatBoost,train,2160,0.19223644637239842,0.25977333579898554,0.668383354982904
4,2021-12-01,1,CatBoost,test,360,0.19448309904377414,0.276090839627999,0.6677526840493188
4,2021-12-01,3,Seasonal Naive,test,360,0.25411160298157776,0.37381318903587496,0.8700664745387365
4,2021-12-01,3,Ridge,train,2160,0.21688723479337593,0.29973225495421285,0.7422644746327572
4,2021-12-01,3,Ridge,test,360,0.20050962521308818,0.2878017174301128,0.6960940409719426
4,2021-12-01,3,Lasso,train,2160,0.21713247277935793,0.3001962759267607,0.7433761133252582
4,2021-12-01,3,Lasso,test,360,0.19693409831805495,0.284754580008606,0.678409962614337
4,2021-12-01,3,ElasticNet,train,2160,0.21692503473686717,0.2998931326760325,0.7423901590712102
4,2021-12-01,3,ElasticNet,test,360,0.19849072683905544,0.28596330707478,0.6861589495136603
4,2021-12-01,3,PLS,train,2160,0.2172862934151193,0.30009479808841594,0.7427688455557157
4,2021-12-01,3,PLS,test,360,0.19813377036088176,0.2851611425320411,0.6861832114462689
4,2021-12-01,3,XGBoost,train,2160,0.16694318311342182,0.22178501748061938,0.606682154003016
4,2021-12-01,3,XGBoost,test,360,0.19797724207742734,0.28219153899457433,0.6802788709535211
4,2021-12-01,3,LightGBM,train,2160,0.17492361707236348,0.23599896920928826,0.6227198373864433
4,2021-12-01,3,LightGBM,test,360,0.19894937746841523,0.2845758081768707,0.6846366183846682
4,2021-12-01,3,CatBoost,train,2160,0.1935887903500261,0.26195367372910916,0.6746591513660068
4,2021-12-01,3,CatBoost,test,360,0.19547665508081724,0.2801923013731153,0.6702408325597594
4,2021-12-01,6,Seasonal Naive,test,360,0.2406661227806633,0.3572501677751017,0.8295866427425861
4,2021-12-01,6,Ridge,train,2160,0.219129649622963,0.3011920799870835,0.7621517220163557
4,2021-12-01,6,Ridge,test,360,0.19255301993210108,0.27577329743470524,0.6646050587823948
4,2021-12-01,6,Lasso,train,2160,0.21902032324480422,0.30148085273019015,0.7618989435162662
4,2021-12-01,6,Lasso,test,360,0.19165865593255582,0.2748241227823642,0.6591705790137126
4,2021-12-01,6,ElasticNet,train,2160,0.21902068600180793,0.30132264953952237,0.7617902899871006
